User_ID,State,City,Transaction_Type,Amount,Date,Device,Status
300,Delhi,Delhi,Money Transfer,3788.84,2023-01-13 11:00:00,Android,Success
301,Uttar Pradesh,Delhi,Bill Payment,4490.84,2023-01-13 12:00:00,iOS,Success
302,Maharashtra,Chennai,Bill Payment,429.8,2023-01-13 13:00:00,Android,Success
303,Delhi,Ahmedabad,Recharge,1971.59,2023-01-13 14:00:00,iOS,Success
304,Maharashtra,Ahmedabad,Merchant Payment,510.23,2023-01-13 15:00:00,iOS,Success
305,Gujarat,Lucknow,Money Transfer,92.8,2023-01-13 16:00:00,Android,Success
306,Karnataka,Delhi,Recharge,3311.98,2023-01-13 17:00:00,iOS,Success
307,Uttar Pradesh,Bangalore,Recharge,3016.22,2023-01-13 18:00:00,iOS,Success
308,Karnataka,Lucknow,Bill Payment,823.47,2023-01-13 19:00:00,iOS,Success
309,Karnataka,Ahmedabad,Money Transfer,1176.73,2023-01-13 20:00:00,iOS,Success
310,Uttar Pradesh,Chennai,Money Transfer,128.3,2023-01-13 21:00:00,Android,Success
311,Delhi,Ahmedabad,Money Transfer,4176.39,2023-01-13 22:00:00,iOS,Success
312,Gujarat,Chennai,Bill Payment,4873.71,2023-01-13 23:00:00,Android,Success
313,Maharashtra,Lucknow,Bill Payment,685.94,2023-01-14 00:00:00,Android,Success
314,Tamil Nadu,Delhi,Bill Payment,1165.06,2023-01-14 01:00:00,Android,Success
315,Maharashtra,Ahmedabad,Bill Payment,4343.36,2023-01-14 02:00:00,Android,Success
316,Tamil Nadu,Chennai,Bill Payment,4633.05,2023-01-14 03:00:00,iOS,Success
317,Maharashtra,Delhi,Merchant Payment,2103.94,2023-01-14 04:00:00,iOS,Success
318,Uttar Pradesh,Bangalore,Merchant Payment,262.61,2023-01-14 05:00:00,Android,Success
319,Gujarat,Chennai,Money Transfer,206.57,2023-01-14 06:00:00,iOS,Failed
320,Tamil Nadu,Lucknow,Recharge,2874.01,2023-01-14 07:00:00,Android,Success
321,Delhi,Bangalore,Money Transfer,1970.55,2023-01-14 08:00:00,iOS,Success
322,Maharashtra,Bangalore,Recharge,152.98,2023-01-14 09:00:00,iOS,Failed
323,Maharashtra,Mumbai,Bill Payment,2920.43,2023-01-14 10:00:00,iOS,Success
324,Tamil Nadu,Ahmedabad,Recharge,66.4,2023-01-14 11:00:00,Android,Success
325,Delhi,Chennai,Money Transfer,3938.99,2023-01-14 12:00:00,Android,Success
326,Delhi,Bangalore,Money Transfer,1539.1,2023-01-14 13:00:00,iOS,Success
327,Uttar Pradesh,Mumbai,Recharge,210.89,2023-01-14 14:00:00,Android,Success
328,Uttar Pradesh,Lucknow,Merchant Payment,2945.88,2023-01-14 15:00:00,Android,Success
329,Uttar Pradesh,Delhi,Bill Payment,1994.45,2023-01-14 16:00:00,iOS,Success
330,Uttar Pradesh,Chennai,Bill Payment,4869.26,2023-01-14 17:00:00,Android,Success
331,Uttar Pradesh,Bangalore,Money Transfer,2725.55,2023-01-14 18:00:00,iOS,Success
332,Uttar Pradesh,Ahmedabad,Merchant Payment,1383.44,2023-01-14 19:00:00,iOS,Success
333,Gujarat,Mumbai,Recharge,3550.1,2023-01-14 20:00:00,iOS,Success
334,Delhi,Bangalore,Bill Payment,1364.75,2023-01-14 21:00:00,Android,Success
335,Uttar Pradesh,Ahmedabad,Merchant Payment,4522.17,2023-01-14 22:00:00,iOS,Success
336,Delhi,Bangalore,Bill Payment,1879.86,2023-01-14 23:00:00,iOS,Success
337,Delhi,Chennai,Merchant Payment,2753.84,2023-01-15 00:00:00,Android,Success
338,Karnataka,Chennai,Merchant Payment,262.36,2023-01-15 01:00:00,Android,Success
339,Gujarat,Chennai,Money Transfer,2136.34,2023-01-15 02:00:00,Android,Success
340,Uttar Pradesh,Lucknow,Bill Payment,4163.49,2023-01-15 03:00:00,Android,Success
341,Maharashtra,Lucknow,Recharge,4030.19,2023-01-15 04:00:00,iOS,Success
342,Tamil Nadu,Mumbai,Money Transfer,1129.35,2023-01-15 05:00:00,Android,Failed
343,Maharashtra,Chennai,Money Transfer,1138.13,2023-01-15 06:00:00,Android,Success
344,Gujarat,Ahmedabad,Recharge,4088.35,2023-01-15 07:00:00,Android,Success
345,Tamil Nadu,Bangalore,Money Transfer,4652.69,2023-01-15 08:00:00,Android,Success
346,Gujarat,Delhi,Merchant Payment,485.85,2023-01-15 09:00:00,iOS,Success
347,Delhi,Ahmedabad,Merchant Payment,2255.79,2023-01-15 10:00:00,Android,Success
348,Tamil Nadu,Lucknow,Bill Payment,1693.9,2023-01-15 11:00:00,iOS,Success
349,Delhi,Lucknow,Bill Payment,4354.74,2023-01-15 12:00:00,Android,Success
350,Maharashtra,Ahmedabad,Recharge,426.79,2023-01-15 13:00:00,iOS,Failed
351,Maharashtra,Lucknow,Bill Payment,1063.52,2023-01-15 14:00:00,iOS,Success
352,Tamil Nadu,Chennai,Merchant Payment,3764.82,2023-01-15 15:00:00,Android,Success
353,Tamil Nadu,Mumbai,Recharge,265.96,2023-01-15 16:00:00,iOS,Success
354,Uttar Pradesh,Bangalore,Recharge,2467.75,2023-01-15 17:00:00,Android,Failed
355,Gujarat,Mumbai,Bill Payment,2216.11,2023-01-15 18:00:00,iOS,Success
356,Uttar Pradesh,Bangalore,Merchant Payment,1678.66,2023-01-15 19:00:00,iOS,Success
357,Gujarat,Bangalore,Recharge,1978.92,2023-01-15 20:00:00,iOS,Failed
358,Uttar Pradesh,Mumbai,Merchant Payment,2654.4,2023-01-15 21:00:00,Android,Success
359,Delhi,Ahmedabad,Merchant Payment,815.22,2023-01-15 22:00:00,iOS,Success
360,Tamil Nadu,Bangalore,Merchant Payment,2864.26,2023-01-15 23:00:00,Android,Success
361,Maharashtra,Mumbai,Bill Payment,4029.11,2023-01-16 00:00:00,iOS,Success
362,Gujarat,Bangalore,Money Transfer,3803.2,2023-01-16 01:00:00,iOS,Success
363,Gujarat,Delhi,Money Transfer,777.96,2023-01-16 02:00:00,iOS,Success
364,Maharashtra,Ahmedabad,Recharge,754.75,2023-01-16 03:00:00,iOS,Success
365,Uttar Pradesh,Chennai,Merchant Payment,1348.19,2023-01-16 04:00:00,iOS,Success
366,Gujarat,Bangalore,Bill Payment,1811.76,2023-01-16 05:00:00,iOS,Success
367,Delhi,Delhi,Merchant Payment,2048.19,2023-01-16 06:00:00,Android,Success
368,Tamil Nadu,Chennai,Merchant Payment,3401.69,2023-01-16 07:00:00,Android,Success
369,Maharashtra,Chennai,Bill Payment,292.84,2023-01-16 08:00:00,Android,Success
370,Tamil Nadu,Bangalore,Money Transfer,183.02,2023-01-16 09:00:00,iOS,Success
371,Gujarat,Mumbai,Merchant Payment,1965.63,2023-01-16 10:00:00,Android,Success
372,Gujarat,Bangalore,Merchant Payment,3488.85,2023-01-16 11:00:00,iOS,Success
373,Maharashtra,Delhi,Money Transfer,975.24,2023-01-16 12:00:00,Android,Success
374,Delhi,Chennai,Bill Payment,3211.11,2023-01-16 13:00:00,Android,Success
375,Karnataka,Bangalore,Recharge,1306.54,2023-01-16 14:00:00,iOS,Success
376,Maharashtra,Mumbai,Money Transfer,4431.57,2023-01-16 15:00:00,iOS,Success
377,Karnataka,Bangalore,Recharge,4479.49,2023-01-16 16:00:00,Android,Success
378,Uttar Pradesh,Ahmedabad,Recharge,1493.46,2023-01-16 17:00:00,Android,Success
379,Karnataka,Mumbai,Money Transfer,1157.67,2023-01-16 18:00:00,Android,Success
380,Delhi,Delhi,Merchant Payment,2062.41,2023-01-16 19:00:00,Android,Success
381,Uttar Pradesh,Chennai,Recharge,1210.25,2023-01-16 20:00:00,iOS,Success
382,Karnataka,Bangalore,Recharge,3365.2,2023-01-16 21:00:00,Android,Failed
383,Uttar Pradesh,Mumbai,Bill Payment,4132.06,2023-01-16 22:00:00,iOS,Success
384,Karnataka,Ahmedabad,Merchant Payment,3368.73,2023-01-16 23:00:00,iOS,Success
385,Delhi,Mumbai,Recharge,4123.51,2023-01-17 00:00:00,Android,Success
386,Karnataka,Lucknow,Bill Payment,1990.99,2023-01-17 01:00:00,iOS,Success
387,Karnataka,Ahmedabad,Merchant Payment,790.02,2023-01-17 02:00:00,Android,Failed
388,Karnataka,Delhi,Money Transfer,3692.38,2023-01-17 03:00:00,iOS,Success
389,Maharashtra,Chennai,Money Transfer,1808.77,2023-01-17 04:00:00,iOS,Success
390,Maharashtra,Delhi,Bill Payment,3359.64,2023-01-17 05:00:00,Android,Success
391,Maharashtra,Bangalore,Money Transfer,1360.51,2023-01-17 06:00:00,iOS,Success
392,Delhi,Mumbai,Recharge,415.34,2023-01-17 07:00:00,iOS,Success
393,Uttar Pradesh,Lucknow,Merchant Payment,4962.98,2023-01-17 08:00:00,Android,Success
394,Gujarat,Ahmedabad,Recharge,789.45,2023-01-17 09:00:00,iOS,Success
395,Karnataka,Ahmedabad,Recharge,4942.22,2023-01-17 10:00:00,iOS,Success
396,Karnataka,Mumbai,Money Transfer,4886.63,2023-01-17 11:00:00,Android,Success
397,Delhi,Lucknow,Recharge,3971.15,2023-01-17 12:00:00,Android,Success
398,Karnataka,Mumbai,Money Transfer,3300.52,2023-01-17 13:00:00,iOS,Success
399,Maharashtra,Bangalore,Merchant Payment,2893.26,2023-01-17 14:00:00,iOS,Success
400,Gujarat,Delhi,Merchant Payment,4331.85,2023-01-17 15:00:00,iOS,Success
401,Tamil Nadu,Ahmedabad,Recharge,1454.3,2023-01-17 16:00:00,Android,Success
402,Karnataka,Bangalore,Bill Payment,2343.73,2023-01-17 17:00:00,iOS,Success
403,Maharashtra,Delhi,Money Transfer,3100.76,2023-01-17 18:00:00,iOS,Success
404,Tamil Nadu,Bangalore,Money Transfer,2061.84,2023-01-17 19:00:00,iOS,Failed
405,Gujarat,Lucknow,Recharge,2143.16,2023-01-17 20:00:00,iOS,Success
406,Tamil Nadu,Ahmedabad,Money Transfer,1658.12,2023-01-17 21:00:00,iOS,Success
407,Maharashtra,Mumbai,Money Transfer,2825.52,2023-01-17 22:00:00,iOS,Success
408,Uttar Pradesh,Mumbai,Bill Payment,4254.37,2023-01-17 23:00:00,Android,Success
409,Uttar Pradesh,Delhi,Bill Payment,1015.63,2023-01-18 00:00:00,Android,Success
410,Tamil Nadu,Chennai,Recharge,4672.82,2023-01-18 01:00:00,iOS,Success
411,Delhi,Lucknow,Bill Payment,3448.55,2023-01-18 02:00:00,iOS,Success
412,Tamil Nadu,Delhi,Recharge,4118.13,2023-01-18 03:00:00,Android,Failed
413,Karnataka,Chennai,Merchant Payment,2785.39,2023-01-18 04:00:00,Android,Success
414,Karnataka,Bangalore,Recharge,3899.79,2023-01-18 05:00:00,Android,Success
415,Uttar Pradesh,Lucknow,Merchant Payment,90.84,2023-01-18 06:00:00,iOS,Success
416,Delhi,Bangalore,Recharge,4093.72,2023-01-18 07:00:00,iOS,Success
417,Maharashtra,Ahmedabad,Money Transfer,210.29,2023-01-18 08:00:00,iOS,Success
418,Karnataka,Lucknow,Bill Payment,4450.67,2023-01-18 09:00:00,iOS,Success
419,Uttar Pradesh,Chennai,Merchant Payment,4959.89,2023-01-18 10:00:00,Android,Failed
420,Gujarat,Ahmedabad,Recharge,1477.4,2023-01-18 11:00:00,Android,Failed
421,Uttar Pradesh,Mumbai,Bill Payment,1059.49,2023-01-18 12:00:00,Android,Success
422,Karnataka,Chennai,Recharge,3829.16,2023-01-18 13:00:00,Android,Success
423,Karnataka,Delhi,Bill Payment,1272.6,2023-01-18 14:00:00,iOS,Success
424,Uttar Pradesh,Mumbai,Bill Payment,4329.16,2023-01-18 15:00:00,iOS,Success
425,Maharashtra,Mumbai,Recharge,523.18,2023-01-18 16:00:00,Android,Success
426,Tamil Nadu,Delhi,Merchant Payment,638.52,2023-01-18 17:00:00,Android,Success
427,Karnataka,Lucknow,Merchant Payment,4895.97,2023-01-18 18:00:00,Android,Success
428,Uttar Pradesh,Mumbai,Money Transfer,3372.46,2023-01-18 19:00:00,Android,Success
429,Uttar Pradesh,Chennai,Bill Payment,4235.97,2023-01-18 20:00:00,Android,Success
430,Delhi,Ahmedabad,Money Transfer,1628.4,2023-01-18 21:00:00,iOS,Success
431,Tamil Nadu,Mumbai,Money Transfer,3385.65,2023-01-18 22:00:00,iOS,Success
432,Gujarat,Chennai,Recharge,2975.27,2023-01-18 23:00:00,Android,Success
433,Maharashtra,Bangalore,Recharge,3019.72,2023-01-19 00:00:00,Android,Success
434,Gujarat,Chennai,Recharge,3415.84,2023-01-19 01:00:00,Android,Success
435,Tamil Nadu,Ahmedabad,Bill Payment,2881.04,2023-01-19 02:00:00,iOS,Success
436,Tamil Nadu,Chennai,Recharge,2151.02,2023-01-19 03:00:00,iOS,Success
437,Tamil Nadu,Delhi,Recharge,1386.85,2023-01-19 04:00:00,iOS,Success
438,Gujarat,Ahmedabad,Bill Payment,3845.22,2023-01-19 05:00:00,Android,Success
439,Tamil Nadu,Lucknow,Bill Payment,1139.1,2023-01-19 06:00:00,iOS,Success
440,Uttar Pradesh,Bangalore,Merchant Payment,3464.85,2023-01-19 07:00:00,Android,Success
441,Gujarat,Delhi,Recharge,1174.33,2023-01-19 08:00:00,iOS,Success
442,Tamil Nadu,Lucknow,Recharge,3130.4,2023-01-19 09:00:00,iOS,Success
443,Uttar Pradesh,Chennai,Recharge,3737.92,2023-01-19 10:00:00,iOS,Success
444,Delhi,Ahmedabad,Merchant Payment,1101.38,2023-01-19 11:00:00,Android,Success
445,Tamil Nadu,Bangalore,Recharge,309.12,2023-01-19 12:00:00,Android,Success
446,Gujarat,Delhi,Merchant Payment,663.56,2023-01-19 13:00:00,iOS,Success
447,Karnataka,Lucknow,Money Transfer,3033.92,2023-01-19 14:00:00,Android,Success
448,Tamil Nadu,Lucknow,Merchant Payment,4248.74,2023-01-19 15:00:00,Android,Success
449,Karnataka,Bangalore,Money Transfer,234.53,2023-01-19 16:00:00,Android,Success
450,Uttar Pradesh,Chennai,Recharge,3673.41,2023-01-19 17:00:00,Android,Success
451,Delhi,Bangalore,Money Transfer,1713.18,2023-01-19 18:00:00,Android,Failed
452,Maharashtra,Lucknow,Merchant Payment,2397.86,2023-01-19 19:00:00,Android,Success
453,Delhi,Mumbai,Bill Payment,4645.01,2023-01-19 20:00:00,Android,Success
454,Tamil Nadu,Delhi,Money Transfer,1666.54,2023-01-19 21:00:00,iOS,Success
455,Karnataka,Bangalore,Money Transfer,2332.03,2023-01-19 22:00:00,Android,Success
456,Karnataka,Lucknow,Recharge,78.28,2023-01-19 23:00:00,Android,Success
457,Gujarat,Chennai,Merchant Payment,417.18,2023-01-20 00:00:00,iOS,Success
458,Karnataka,Lucknow,Money Transfer,1300.37,2023-01-20 01:00:00,iOS,Success
459,Gujarat,Chennai,Money Transfer,148.98,2023-01-20 02:00:00,iOS,Success
460,Uttar Pradesh,Bangalore,Money Transfer,3160.56,2023-01-20 03:00:00,iOS,Success
461,Maharashtra,Chennai,Money Transfer,2137.73,2023-01-20 04:00:00,Android,Success
462,Tamil Nadu,Ahmedabad,Bill Payment,2745.24,2023-01-20 05:00:00,iOS,Failed
463,Gujarat,Ahmedabad,Merchant Payment,881.49,2023-01-20 06:00:00,iOS,Success
464,Maharashtra,Ahmedabad,Recharge,1486.7,2023-01-20 07:00:00,Android,Success
465,Karnataka,Mumbai,Recharge,3322.48,2023-01-20 08:00:00,Android,Success
466,Karnataka,Bangalore,Bill Payment,4826.86,2023-01-20 09:00:00,Android,Success
467,Maharashtra,Lucknow,Merchant Payment,261.58,2023-01-20 10:00:00,iOS,Success
468,Karnataka,Lucknow,Money Transfer,4453.02,2023-01-20 11:00:00,Android,Success
469,Uttar Pradesh,Mumbai,Bill Payment,2888.64,2023-01-20 12:00:00,iOS,Success
470,Uttar Pradesh,Chennai,Merchant Payment,2823.96,2023-01-20 13:00:00,Android,Success
471,Maharashtra,Mumbai,Money Transfer,2506.39,2023-01-20 14:00:00,Android,Failed
472,Gujarat,Chennai,Bill Payment,356.28,2023-01-20 15:00:00,iOS,Success
473,Gujarat,Chennai,Merchant Payment,458.49,2023-01-20 16:00:00,Android,Success
474,Maharashtra,Delhi,Recharge,3008.55,2023-01-20 17:00:00,Android,Success
475,Gujarat,Lucknow,Recharge,1711.38,2023-01-20 18:00:00,Android,Failed
476,Gujarat,Ahmedabad,Merchant Payment,4587.17,2023-01-20 19:00:00,Android,Success
477,Uttar Pradesh,Chennai,Recharge,2038.89,2023-01-20 20:00:00,Android,Success
478,Gujarat,Delhi,Merchant Payment,724.97,2023-01-20 21:00:00,iOS,Success
479,Delhi,Lucknow,Money Transfer,3576.45,2023-01-20 22:00:00,iOS,Success
480,Tamil Nadu,Ahmedabad,Merchant Payment,1473.83,2023-01-20 23:00:00,Android,Failed
481,Karnataka,Chennai,Money Transfer,2632.1,2023-01-21 00:00:00,iOS,Success
482,Delhi,Chennai,Bill Payment,3492.19,2023-01-21 01:00:00,iOS,Success
483,Gujarat,Mumbai,Merchant Payment,4502.32,2023-01-21 02:00:00,iOS,Success
484,Uttar Pradesh,Mumbai,Bill Payment,3963.03,2023-01-21 03:00:00,Android,Success
485,Maharashtra,Lucknow,Recharge,3385.04,2023-01-21 04:00:00,Android,Success
486,Gujarat,Ahmedabad,Money Transfer,3401.37,2023-01-21 05:00:00,Android,Success
487,Uttar Pradesh,Chennai,Merchant Payment,4730.16,2023-01-21 06:00:00,iOS,Success
488,Tamil Nadu,Lucknow,Bill Payment,1486.16,2023-01-21 07:00:00,iOS,Success
489,Gujarat,Lucknow,Money Transfer,15.55,2023-01-21 08:00:00,Android,Failed
490,Maharashtra,Bangalore,Money Transfer,1367.05,2023-01-21 09:00:00,Android,Success
491,Uttar Pradesh,Mumbai,Recharge,1097.28,2023-01-21 10:00:00,iOS,Success
492,Uttar Pradesh,Ahmedabad,Recharge,3312.55,2023-01-21 11:00:00,iOS,Success
493,Uttar Pradesh,Chennai,Money Transfer,3172.22,2023-01-21 12:00:00,Android,Success
494,Tamil Nadu,Lucknow,Money Transfer,2971.37,2023-01-21 13:00:00,iOS,Success
495,Gujarat,Chennai,Merchant Payment,91.05,2023-01-21 14:00:00,iOS,Success
496,Tamil Nadu,Bangalore,Money Transfer,3646.6,2023-01-21 15:00:00,iOS,Success
497,Karnataka,Ahmedabad,Merchant Payment,1624.42,2023-01-21 16:00:00,iOS,Success
498,Karnataka,Lucknow,Money Transfer,3328.63,2023-01-21 17:00:00,iOS,Success
499,Gujarat,Chennai,Recharge,2787.33,2023-01-21 18:00:00,iOS,Success
500,Tamil Nadu,Mumbai,Merchant Payment,1720.23,2023-01-21 19:00:00,iOS,Failed
501,Maharashtra,Bangalore,Bill Payment,681.54,2023-01-21 20:00:00,Android,Success
502,Uttar Pradesh,Ahmedabad,Recharge,481.15,2023-01-21 21:00:00,Android,Success
503,Uttar Pradesh,Bangalore,Merchant Payment,4159.28,2023-01-21 22:00:00,iOS,Success
504,Gujarat,Mumbai,Merchant Payment,4592.8,2023-01-21 23:00:00,iOS,Failed
505,Karnataka,Ahmedabad,Bill Payment,3252.44,2023-01-22 00:00:00,iOS,Success
506,Karnataka,Bangalore,Merchant Payment,526.14,2023-01-22 01:00:00,Android,Success
507,Uttar Pradesh,Delhi,Money Transfer,2016.12,2023-01-22 02:00:00,Android,Success
508,Gujarat,Mumbai,Bill Payment,3647.41,2023-01-22 03:00:00,iOS,Success
509,Tamil Nadu,Mumbai,Recharge,3901.31,2023-01-22 04:00:00,Android,Success
510,Karnataka,Mumbai,Recharge,599.91,2023-01-22 05:00:00,iOS,Success
511,Tamil Nadu,Delhi,Money Transfer,10.15,2023-01-22 06:00:00,iOS,Success
512,Karnataka,Delhi,Recharge,3563.56,2023-01-22 07:00:00,iOS,Failed
513,Karnataka,Chennai,Merchant Payment,1789.41,2023-01-22 08:00:00,iOS,Success
514,Delhi,Lucknow,Merchant Payment,1279.86,2023-01-22 09:00:00,iOS,Success
515,Karnataka,Bangalore,Money Transfer,74.36,2023-01-22 10:00:00,iOS,Success
516,Maharashtra,Chennai,Recharge,2706.09,2023-01-22 11:00:00,iOS,Success
517,Gujarat,Bangalore,Recharge,4257.24,2023-01-22 12:00:00,Android,Success
518,Gujarat,Lucknow,Money Transfer,4788.58,2023-01-22 13:00:00,iOS,Success
519,Tamil Nadu,Delhi,Bill Payment,2833.07,2023-01-22 14:00:00,Android,Success
520,Karnataka,Lucknow,Recharge,2577.16,2023-01-22 15:00:00,iOS,Success
521,Maharashtra,Delhi,Bill Payment,434.43,2023-01-22 16:00:00,iOS,Success
522,Tamil Nadu,Lucknow,Recharge,2748.88,2023-01-22 17:00:00,Android,Success
523,Delhi,Chennai,Recharge,1906.1,2023-01-22 18:00:00,Android,Success
524,Tamil Nadu,Ahmedabad,Recharge,3039.61,2023-01-22 19:00:00,iOS,Success
525,Tamil Nadu,Chennai,Recharge,1949.74,2023-01-22 20:00:00,Android,Success
526,Karnataka,Bangalore,Merchant Payment,1209.09,2023-01-22 21:00:00,iOS,Success
527,Delhi,Chennai,Bill Payment,483.88,2023-01-22 22:00:00,iOS,Success
528,Tamil Nadu,Mumbai,Bill Payment,1581.44,2023-01-22 23:00:00,Android,Success
529,Maharashtra,Bangalore,Recharge,492.26,2023-01-23 00:00:00,Android,Success
530,Maharashtra,Lucknow,Recharge,892.72,2023-01-23 01:00:00,Android,Success
531,Gujarat,Bangalore,Bill Payment,4936.81,2023-01-23 02:00:00,Android,Success
532,Delhi,Ahmedabad,Merchant Payment,2226.08,2023-01-23 03:00:00,iOS,Success
533,Delhi,Delhi,Money Transfer,2664.04,2023-01-23 04:00:00,Android,Success
534,Gujarat,Lucknow,Money Transfer,4369.36,2023-01-23 05:00:00,Android,Success
535,Tamil Nadu,Bangalore,Bill Payment,4977.89,2023-01-23 06:00:00,Android,Success
536,Delhi,Lucknow,Recharge,2917.75,2023-01-23 07:00:00,Android,Failed
537,Maharashtra,Lucknow,Recharge,4064.24,2023-01-23 08:00:00,Android,Success
538,Maharashtra,Lucknow,Merchant Payment,1641.44,2023-01-23 09:00:00,iOS,Success
539,Karnataka,Delhi,Money Transfer,1535.66,2023-01-23 10:00:00,iOS,Success
540,Delhi,Chennai,Merchant Payment,2019.49,2023-01-23 11:00:00,Android,Success
541,Tamil Nadu,Lucknow,Money Transfer,3365.81,2023-01-23 12:00:00,Android,Success
542,Gujarat,Mumbai,Bill Payment,3414.14,2023-01-23 13:00:00,iOS,Success
543,Gujarat,Ahmedabad,Money Transfer,1583.04,2023-01-23 14:00:00,Android,Success
544,Tamil Nadu,Delhi,Merchant Payment,674.72,2023-01-23 15:00:00,iOS,Success
545,Uttar Pradesh,Bangalore,Merchant Payment,3165.66,2023-01-23 16:00:00,iOS,Failed
546,Karnataka,Delhi,Merchant Payment,650.35,2023-01-23 17:00:00,Android,Success
547,Gujarat,Bangalore,Bill Payment,2896.68,2023-01-23 18:00:00,iOS,Success
548,Delhi,Delhi,Money Transfer,3470.18,2023-01-23 19:00:00,Android,Success
549,Karnataka,Bangalore,Money Transfer,3506.05,2023-01-23 20:00:00,Android,Success
550,Delhi,Lucknow,Merchant Payment,3769.83,2023-01-23 21:00:00,iOS,Success
551,Maharashtra,Chennai,Money Transfer,4365.57,2023-01-23 22:00:00,iOS,Success
552,Karnataka,Bangalore,Recharge,2504.8,2023-01-23 23:00:00,Android,Success
553,Gujarat,Bangalore,Recharge,3653.94,2023-01-24 00:00:00,iOS,Success
554,Karnataka,Mumbai,Recharge,3099.67,2023-01-24 01:00:00,Android,Success
555,Karnataka,Bangalore,Money Transfer,941.33,2023-01-24 02:00:00,iOS,Success
556,Karnataka,Mumbai,Bill Payment,138.19,2023-01-24 03:00:00,iOS,Success
557,Uttar Pradesh,Ahmedabad,Bill Payment,1429.86,2023-01-24 04:00:00,Android,Success
558,Karnataka,Lucknow,Bill Payment,2220.74,2023-01-24 05:00:00,Android,Failed
559,Delhi,Mumbai,Bill Payment,3089.36,2023-01-24 06:00:00,Android,Failed
560,Maharashtra,Chennai,Recharge,4251.3,2023-01-24 07:00:00,iOS,Success
561,Tamil Nadu,Lucknow,Recharge,989.27,2023-01-24 08:00:00,Android,Success
562,Karnataka,Mumbai,Merchant Payment,636.49,2023-01-24 09:00:00,Android,Success
563,Gujarat,Lucknow,Money Transfer,4817.76,2023-01-24 10:00:00,iOS,Success
564,Karnataka,Lucknow,Money Transfer,549.14,2023-01-24 11:00:00,iOS,Failed
565,Gujarat,Lucknow,Bill Payment,2397.67,2023-01-24 12:00:00,Android,Success
566,Delhi,Ahmedabad,Recharge,2931.96,2023-01-24 13:00:00,Android,Success
567,Gujarat,Chennai,Bill Payment,2711.46,2023-01-24 14:00:00,Android,Success
568,Tamil Nadu,Delhi,Merchant Payment,439.3,2023-01-24 15:00:00,Android,Success
569,Maharashtra,Delhi,Money Transfer,294.56,2023-01-24 16:00:00,iOS,Success
570,Gujarat,Mumbai,Money Transfer,536.36,2023-01-24 17:00:00,iOS,Success
571,Gujarat,Lucknow,Bill Payment,2932.08,2023-01-24 18:00:00,Android,Success
572,Maharashtra,Mumbai,Merchant Payment,2726.28,2023-01-24 19:00:00,Android,Success
573,Tamil Nadu,Ahmedabad,Money Transfer,1176.37,2023-01-24 20:00:00,Android,Success
574,Karnataka,Ahmedabad,Merchant Payment,3192.49,2023-01-24 21:00:00,iOS,Success
575,Gujarat,Bangalore,Merchant Payment,4102.14,2023-01-24 22:00:00,Android,Success
576,Maharashtra,Ahmedabad,Bill Payment,217.48,2023-01-24 23:00:00,Android,Success
577,Delhi,Bangalore,Recharge,2495.67,2023-01-25 00:00:00,iOS,Success
578,Maharashtra,Chennai,Bill Payment,3449.66,2023-01-25 01:00:00,iOS,Failed
579,Delhi,Mumbai,Recharge,1269.04,2023-01-25 02:00:00,Android,Failed
580,Tamil Nadu,Chennai,Merchant Payment,1545.78,2023-01-25 03:00:00,Android,Failed
581,Karnataka,Ahmedabad,Recharge,3072.05,2023-01-25 04:00:00,iOS,Success
582,Maharashtra,Chennai,Merchant Payment,4490.7,2023-01-25 05:00:00,Android,Success
583,Uttar Pradesh,Chennai,Money Transfer,4051.52,2023-01-25 06:00:00,Android,Success
584,Gujarat,Chennai,Money Transfer,2919.82,2023-01-25 07:00:00,iOS,Success
585,Tamil Nadu,Ahmedabad,Money Transfer,3653.81,2023-01-25 08:00:00,iOS,Failed
586,Maharashtra,Lucknow,Bill Payment,1830.46,2023-01-25 09:00:00,iOS,Success
587,Gujarat,Chennai,Bill Payment,3208.42,2023-01-25 10:00:00,Android,Success
588,Maharashtra,Bangalore,Merchant Payment,2336.25,2023-01-25 11:00:00,iOS,Failed
589,Delhi,Ahmedabad,Money Transfer,957.78,2023-01-25 12:00:00,iOS,Success
590,Maharashtra,Chennai,Bill Payment,3511.67,2023-01-25 13:00:00,Android,Success
591,Uttar Pradesh,Lucknow,Money Transfer,2786.76,2023-01-25 14:00:00,Android,Success
592,Maharashtra,Ahmedabad,Bill Payment,1799.52,2023-01-25 15:00:00,iOS,Success
593,Maharashtra,Delhi,Recharge,4557.58,2023-01-25 16:00:00,iOS,Success
594,Uttar Pradesh,Lucknow,Recharge,114.46,2023-01-25 17:00:00,Android,Success
595,Tamil Nadu,Bangalore,Money Transfer,1585.71,2023-01-25 18:00:00,Android,Success
596,Maharashtra,Chennai,Merchant Payment,293.84,2023-01-25 19:00:00,iOS,Success
597,Uttar Pradesh,Delhi,Bill Payment,3834.97,2023-01-25 20:00:00,iOS,Success
598,Gujarat,Delhi,Bill Payment,3513.52,2023-01-25 21:00:00,Android,Success
599,Delhi,Ahmedabad,Recharge,1663.45,2023-01-25 22:00:00,iOS,Success
600,Delhi,Delhi,Recharge,3381.56,2023-01-25 23:00:00,Android,Success
